0.000000,0.400000,0.400000
0.000000,0.399984,0.399896
0.010000,0.398424,0.389745
0.020000,0.396939,0.380062
0.030000,0.395526,0.370818
0.040000,0.394181,0.361981
0.050000,0.392900,0.353527
0.060000,0.391680,0.345430
0.070000,0.390518,0.337669
0.080000,0.389411,0.330223
0.090000,0.388357,0.323072
0.100000,0.387353,0.316201
0.110000,0.386396,0.309592
0.120000,0.385485,0.303231
0.130000,0.384617,0.297104
0.140000,0.383790,0.291198
0.150000,0.383003,0.285501
0.160000,0.382253,0.280003
0.170000,0.381540,0.274693
0.180000,0.380861,0.269562
0.190000,0.380214,0.264601
0.200000,0.379600,0.259800
0.210000,0.379016,0.255153
0.220000,0.378460,0.250653
0.230000,0.377933,0.246291
0.240000,0.377432,0.242062
0.250000,0.376957,0.237961
0.260000,0.376506,0.233980
0.270000,0.376079,0.230115
0.280000,0.375674,0.226361
0.290000,0.375292,0.222713
0.300000,0.374930,0.219166
0.310000,0.374588,0.215717
0.320000,0.374265,0.212360
0.330000,0.373961,0.209094
0.340000,0.373674,0.205913
0.350000,0.373405,0.202814
0.360000,0.373153,0.199795
0.370000,0.372916,0.196852
0.380000,0.372694,0.193983
0.390000,0.372487,0.191184
0.400000,0.372294,0.188453
0.410000,0.372115,0.185787
0.420000,0.371949,0.183185
0.430000,0.371795,0.180643
0.440000,0.371654,0.178160
0.450000,0.371524,0.175734
0.460000,0.371406,0.173362
0.470000,0.371298,0.171044
0.480000,0.371201,0.168776
0.490000,0.371114,0.166557
0.500000,0.371037,0.164387
0.510000,0.370969,0.162262
0.520000,0.370910,0.160183
0.530000,0.370859,0.158146
0.540000,0.370817,0.156152
0.550000,0.370783,0.154198
0.560000,0.370757,0.152283
0.570000,0.370738,0.150407
0.580000,0.370726,0.148568
0.590000,0.370721,0.146764
0.600000,0.370723,0.144995
0.610000,0.370732,0.143261
0.620000,0.370746,0.141559
0.630000,0.370766,0.139889
0.640000,0.370793,0.138250
0.650000,0.370824,0.136641
0.660000,0.370861,0.135061
0.670000,0.370903,0.133510
0.680000,0.370950,0.131987
0.690000,0.371001,0.130491
0.700000,0.371057,0.129021
0.710000,0.371117,0.127576
0.720000,0.371182,0.126156
0.730000,0.371251,0.124761
0.740000,0.371323,0.123389
0.750000,0.371399,0.122040
0.760000,0.371479,0.120714
0.770000,0.371562,0.119410
0.780000,0.371648,0.118127
0.790000,0.371737,0.116864
0.800000,0.371829,0.115622
0.810000,0.371925,0.114400
0.820000,0.372023,0.113197
0.830000,0.372123,0.112014
0.840000,0.372226,0.110848
0.850000,0.372332,0.109701
